timestamp,text,username,likes,retweets,sentiment,is_meme,meme_relevance_score
2025-01-28T01:47:52.000Z,Nothing can bring you happiness like yourself.,Kinas Gertha,0,0,0.7,False,0.7
2025-01-28T01:47:01.000Z,You just can not beat the person who never gives up.,Kinas Gertha,0,0,0.0,False,0.0
2025-01-28T01:34:02.000Z,Fake,Jack tomson,0,0,-0.5,False,-0.5
2025-01-28T00:13:41.000Z,My bucket has a hole in it,Clara Bell,0,0,0.0,False,0.0
2025-01-28T00:11:02.000Z,Yes!! These women are anti-America!!,Clara Bell,0,0,0.0,False,0.0
2025-01-28T01:47:52.000Z,Nothing can bring you happiness like yourself.,Kinas Gertha,0,0,0.7,False,0.7
2025-01-28T01:47:01.000Z,You just can not beat the person who never gives up.,Kinas Gertha,0,0,0.0,False,0.0
2025-01-28T01:34:02.000Z,Fake,Jack tomson,0,0,-0.5,False,-0.5
2025-01-28T00:13:41.000Z,My bucket has a hole in it,Clara Bell,0,0,0.0,False,0.0
2025-01-28T00:11:02.000Z,Yes!! These women are anti-America!!,Clara Bell,0,0,0.0,False,0.0
2025-01-28T01:47:52.000Z,Nothing can bring you happiness like yourself.,Kinas Gertha,0,0,0.7,False,0.7
2025-01-28T01:47:01.000Z,You just can not beat the person who never gives up.,Kinas Gertha,0,0,0.0,False,0.0
2025-01-28T01:34:02.000Z,Fake,Jack tomson,0,0,-0.5,False,-0.5
2025-01-28T00:13:41.000Z,My bucket has a hole in it,Clara Bell,0,0,0.0,False,0.0
2025-01-28T00:11:02.000Z,Yes!! These women are anti-America!!,Clara Bell,0,0,0.0,False,0.0
2025-01-28T01:47:52.000Z,Nothing can bring you happiness like yourself.,Kinas Gertha,0,0,0.7,False,0.7
2025-01-28T01:47:01.000Z,You just can not beat the person who never gives up.,Kinas Gertha,0,0,0.0,False,0.0
2025-01-28T01:34:02.000Z,Fake,Jack tomson,0,0,-0.5,False,-0.5
2025-01-28T00:13:41.000Z,My bucket has a hole in it,Clara Bell,0,0,0.0,False,0.0
2025-01-28T00:11:02.000Z,Yes!! These women are anti-America!!,Clara Bell,0,0,0.0,False,0.0
